8000;2,45307;;1;2,120008;;1;1;;;1
8000;1,90123;;2;1,447934;;2;1,464160659;;;2
8000;1,90139;;4;0,736079;;4;2,880136507;;;4
8000;1,90055;;8;0,383338;;8;5,530388326;;;8
8000;2,4438;;10;0,3395548;;10;6,24349295;;;10
8000;1,44729;;16;0,3646718;;16;5,813468439;;;16
8000;1,44871;;20;0,2952186;;20;7,181146445;;;20
8000;1,44742;;40;0,360369;;40;5,882881158;;;40
8000;1,44791;;;;;;;;;
8000;1,44834;;;;;;;;;
8000;0,734998;;;;;;;;;
8000;0,735055;;;;;;;;;
8000;0,737577;;;;;;;;;
8000;0,736114;;;;;;;;;
8000;0,736651;;;;;;;;;
8000;0,382704;;;;;;;;;
8000;0,383166;;;;;;;;;
8000;0,384012;;;;;;;;;
8000;0,383469;;;;;;;;;
8000;0,383339;;;;;;;;;
8000;0,340082;;;;;;;;;
8000;0,34086;;;;;;;;;
8000;0,340541;;;;;;;;;
8000;0,337794;;;;;;;;;
8000;0,338497;;;;;;;;;
8000;0,401817;;;;;;;;;
8000;0,224577;;;;;;;;;
8000;0,400959;;;;;;;;;
8000;0,400587;;;;;;;;;
8000;0,395419;;;;;;;;;
8000;0,363632;;;;;;;;;
8000;0,235257;;;;;;;;;
8000;0,304292;;;;;;;;;
8000;0,305699;;;;;;;;;
8000;0,267213;;;;;;;;;
8000;0,337885;;;;;;;;;
8000;0,34623;;;;;;;;;
8000;0,293406;;;;;;;;;
8000;0,4111;;;;;;;;;
8000;0,413224;;;;;;;;;
